area,areaid,daydiff,daytotal,referencedate,totaldistinctpersons,totalvaccinations
ΜΑΓΝΗΣΙΑΣ,503,0,0,2021-01-18T00:00:00,634,634
ΑΙΤΩΛΟΑΚΑΡΝΑΝΙΑΣ,701,6,55,2021-01-14T00:00:00,795,795
ΑΝΑΤΟΛΙΚΗΣ ΑΤΤΙΚΗΣ,901,0,0,2021-01-14T00:00:00,707,707
ΑΝΔΡΟΥ,1201,0,0,2021-01-14T00:00:00,0,0
ΑΡΓΟΛΙΔΑΣ,1001,0,0,2021-01-14T00:00:00,260,260
ΑΡΚΑΔΙΑΣ,1002,-10,0,2021-01-14T00:00:00,495,495
ΑΡΤΑΣ,401,-35,0,2021-01-14T00:00:00,565,565
ΑΧΑΪΑΣ,702,-126,61,2021-01-14T00:00:00,2014,2014
ΒΟΙΩΤΙΑΣ,801,0,0,2021-01-14T00:00:00,360,360
ΒΟΡΕΙΟΥ ΤΟΜΕΑ ΑΘΗΝΩΝ,902,-578,1876,2021-01-14T00:00:00,9755,9755
ΓΡΕΒΕΝΩΝ,301,0,0,2021-01-14T00:00:00,195,195
ΔΡΑΜΑΣ,101,0,0,2021-01-14T00:00:00,375,375
ΔΥΤΙΚΗΣ ΑΤΤΙΚΗΣ,903,-16,19,2021-01-14T00:00:00,526,526
ΔΥΤΙΚΟΥ ΤΟΜΕΑ ΑΘΗΝΩΝ,904,44,134,2021-01-14T00:00:00,2537,2537
ΕΒΡΟΥ,102,-6,132,2021-01-14T00:00:00,938,938
ΕΥΒΟΙΑΣ,802,0,0,2021-01-14T00:00:00,575,575
ΕΥΡΥΤΑΝΙΑΣ,803,0,0,2021-01-14T00:00:00,145,145
ΖΑΚΥΝΘΟΥ,601,-10,40,2021-01-14T00:00:00,140,140
ΗΛΕΙΑΣ,703,0,0,2021-01-14T00:00:00,515,515
ΗΜΑΘΙΑΣ,201,-5,25,2021-01-14T00:00:00,629,629
ΗΡΑΚΛΕΙΟΥ,1301,13,219,2021-01-14T00:00:00,2017,2017
ΘΑΣΟΥ,103,0,0,2021-01-14T00:00:00,0,0
ΘΕΣΠΡΩΤΙΑΣ,402,0,0,2021-01-14T00:00:00,225,225
ΘΕΣΣΑΛΟΝΙΚΗΣ,202,-318,840,2021-01-14T00:00:00,8696,8696
ΘΗΡΑΣ,1202,0,0,2021-01-14T00:00:00,20,20
ΙΘΑΚΗΣ,602,0,0,2021-01-14T00:00:00,0,0
ΙΚΑΡΙΑΣ,1101,-5,0,2021-01-14T00:00:00,30,30
ΙΩΑΝΝΙΝΩΝ,403,21,121,2021-01-14T00:00:00,2324,2324
ΚΑΒΑΛΑΣ,104,-50,5,2021-01-14T00:00:00,585,585
ΚΑΛΥΜΝΟΥ,1203,-56,31,2021-01-14T00:00:00,128,128
ΚΑΡΔΙΤΣΑΣ,501,0,0,2021-01-14T00:00:00,544,544
ΚΑΡΠΑΘΟΥ,1204,-5,0,2021-01-14T00:00:00,15,15
ΚΑΣΤΟΡΙΑΣ,302,-37,0,2021-01-14T00:00:00,276,276
ΚΕΑΣ-ΚΥΘΝΟΥ,1205,0,0,2021-01-14T00:00:00,0,0
ΚΕΝΤΡΙΚΟΥ ΤΟΜΕΑ ΑΘΗΝΩΝ,905,-339,1277,2021-01-14T00:00:00,17958,17958
ΚΕΡΚΥΡΑΣ,603,-35,0,2021-01-14T00:00:00,200,200
ΚΕΦΑΛΛΗΝΙΑΣ,604,-65,0,2021-01-14T00:00:00,175,175
ΚΙΛΚΙΣ,203,0,0,2021-01-14T00:00:00,305,305
ΚΟΖΑΝΗΣ,303,-35,5,2021-01-14T00:00:00,678,678
ΚΟΡΙΝΘΙΑΣ,1003,-10,0,2021-01-14T00:00:00,300,300
ΚΩ,1206,-1,45,2021-01-14T00:00:00,91,91
ΛΑΚΩΝΙΑΣ,1004,0,0,2021-01-14T00:00:00,399,399
ΛΑΡΙΣΑΣ,502,-26,4,2021-01-14T00:00:00,1715,1715
ΛΑΣΙΘΙΟΥ,1302,-27,7,2021-01-14T00:00:00,509,509
ΛΕΣΒΟΥ,1102,-25,60,2021-01-14T00:00:00,215,215
ΛΕΥΚΑΔΑΣ,605,-15,0,2021-01-14T00:00:00,95,95
ΛΗΜΝΟΥ,1103,10,63,2021-01-14T00:00:00,151,151
ΜΑΓΝΗΣΙΑΣ,503,7,55,2021-01-14T00:00:00,628,628
ΜΕΣΣΗΝΙΑΣ,1005,0,0,2021-01-14T00:00:00,560,560
ΜΗΛΟΥ,1207,0,0,2021-01-14T00:00:00,0,0
ΜΥΚΟΝΟΥ,1208,0,0,2021-01-14T00:00:00,0,0
ΝΑΞΟΥ,1209,10,10,2021-01-14T00:00:00,45,45
ΝΗΣΩΝ,906,0,0,2021-01-14T00:00:00,25,25
ΝΟΤΙΟΥ ΤΟΜΕΑ ΑΘΗΝΩΝ,907,-63,361,2021-01-14T00:00:00,895,895
ΞΑΝΘΗΣ,105,-10,5,2021-01-14T00:00:00,505,505
ΠΑΡΟΥ,1210,0,0,2021-01-14T00:00:00,0,0
ΠΕΙΡΑΙΩΣ,908,-330,302,2021-01-14T00:00:00,2706,2706
ΠΕΛΛΑΣ,204,0,0,2021-01-14T00:00:00,525,525
ΠΙΕΡΙΑΣ,205,0,10,2021-01-14T00:00:00,394,394
ΠΡΕΒΕΖΑΣ,404,0,0,2021-01-14T00:00:00,320,320
ΡΕΘΥΜΝΟΥ,1303,-25,40,2021-01-14T00:00:00,405,405
ΡΟΔΟΠΗΣ,106,-35,0,2021-01-14T00:00:00,295,295
ΡΟΔΟΥ,1211,0,115,2021-01-14T00:00:00,340,340
ΣΑΜΟΥ,1104,-5,45,2021-01-14T00:00:00,155,155
ΣΕΡΡΩΝ,206,-86,10,2021-01-14T00:00:00,610,610
ΣΠΟΡΑΔΩΝ,504,0,0,2021-01-14T00:00:00,0,0
ΣΥΡΟΥ,1212,0,50,2021-01-14T00:00:00,150,150
ΤΗΝΟΥ,1213,0,0,2021-01-14T00:00:00,0,0
ΤΡΙΚΑΛΩΝ,505,-15,0,2021-01-14T00:00:00,635,635
ΦΘΙΩΤΙΔΑΣ,804,-30,10,2021-01-14T00:00:00,625,625
ΦΛΩΡΙΝΑΣ,304,0,0,2021-01-14T00:00:00,242,242
ΦΩΚΙΔΑΣ,805,0,0,2021-01-14T00:00:00,105,105
ΧΑΛΚΙΔΙΚΗΣ,207,0,0,2021-01-14T00:00:00,245,245
ΧΑΝΙΩΝ,1304,0,0,2021-01-14T00:00:00,929,929
ΧΙΟΥ,1105,-21,44,2021-01-14T00:00:00,179,179
ΔΥΤΙΚΟΥ ΤΟΜΕΑ ΑΘΗΝΩΝ,904,11,145,2021-01-15T00:00:00,2682,2682
ΕΒΡΟΥ,102,-15,117,2021-01-15T00:00:00,1055,1055
ΕΥΒΟΙΑΣ,802,0,0,2021-01-15T00:00:00,575,575
ΕΥΡΥΤΑΝΙΑΣ,803,0,0,2021-01-15T00:00:00,145,145
ΖΑΚΥΝΘΟΥ,601,-40,0,2021-01-15T00:00:00,140,140
ΗΛΕΙΑΣ,703,0,0,2021-01-15T00:00:00,515,515
ΗΜΑΘΙΑΣ,201,-25,0,2021-01-15T00:00:00,629,629
ΗΡΑΚΛΕΙΟΥ,1301,13,232,2021-01-15T00:00:00,2249,2249
ΘΑΣΟΥ,103,0,0,2021-01-15T00:00:00,0,0
ΘΕΣΠΡΩΤΙΑΣ,402,0,0,2021-01-15T00:00:00,225,225
ΘΕΣΣΑΛΟΝΙΚΗΣ,202,-63,777,2021-01-15T00:00:00,9473,9473
ΘΗΡΑΣ,1202,0,0,2021-01-15T00:00:00,20,20
ΙΘΑΚΗΣ,602,0,0,2021-01-15T00:00:00,0,0
ΙΚΑΡΙΑΣ,1101,0,0,2021-01-15T00:00:00,30,30
ΙΩΑΝΝΙΝΩΝ,403,-17,104,2021-01-15T00:00:00,2428,2428
ΚΑΒΑΛΑΣ,104,-5,0,2021-01-15T00:00:00,585,585
ΚΑΛΥΜΝΟΥ,1203,-31,0,2021-01-15T00:00:00,128,128
ΚΑΡΔΙΤΣΑΣ,501,0,0,2021-01-15T00:00:00,544,544
ΚΑΡΠΑΘΟΥ,1204,0,0,2021-01-15T00:00:00,15,15
ΚΑΣΤΟΡΙΑΣ,302,0,0,2021-01-15T00:00:00,276,276
ΚΕΑΣ-ΚΥΘΝΟΥ,1205,0,0,2021-01-15T00:00:00,0,0
ΚΕΝΤΡΙΚΟΥ ΤΟΜΕΑ ΑΘΗΝΩΝ,905,-686,591,2021-01-15T00:00:00,18549,18549
ΚΕΡΚΥΡΑΣ,603,0,0,2021-01-15T00:00:00,200,200
ΚΕΦΑΛΛΗΝΙΑΣ,604,0,0,2021-01-15T00:00:00,175,175
ΚΙΛΚΙΣ,203,0,0,2021-01-15T00:00:00,305,305
ΚΟΖΑΝΗΣ,303,19,24,2021-01-15T00:00:00,702,702
ΚΟΡΙΝΘΙΑΣ,1003,0,0,2021-01-15T00:00:00,300,300
ΚΩ,1206,-45,0,2021-01-15T00:00:00,91,91
ΛΑΚΩΝΙΑΣ,1004,0,0,2021-01-15T00:00:00,399,399
ΛΑΡΙΣΑΣ,502,7,11,2021-01-15T00:00:00,1726,1726
ΛΑΣΙΘΙΟΥ,1302,3,10,2021-01-15T00:00:00,519,519
ΛΕΣΒΟΥ,1102,-60,0,2021-01-15T00:00:00,215,215
ΛΕΥΚΑΔΑΣ,605,5,5,2021-01-15T00:00:00,100,100
ΛΗΜΝΟΥ,1103,-51,12,2021-01-15T00:00:00,163,163
ΜΑΓΝΗΣΙΑΣ,503,-49,6,2021-01-15T00:00:00,634,634
ΜΕΣΣΗΝΙΑΣ,1005,5,5,2021-01-15T00:00:00,565,565
ΜΗΛΟΥ,1207,0,0,2021-01-15T00:00:00,0,0
ΜΥΚΟΝΟΥ,1208,0,0,2021-01-15T00:00:00,0,0
ΝΑΞΟΥ,1209,-10,0,2021-01-15T00:00:00,45,45
ΝΗΣΩΝ,906,0,0,2021-01-15T00:00:00,25,25
ΝΟΤΙΟΥ ΤΟΜΕΑ ΑΘΗΝΩΝ,907,-118,243,2021-01-15T00:00:00,1138,1138
ΞΑΝΘΗΣ,105,0,5,2021-01-15T00:00:00,510,510
ΠΑΡΟΥ,1210,0,0,2021-01-15T00:00:00,0,0
ΠΕΙΡΑΙΩΣ,908,-302,0,2021-01-15T00:00:00,2706,2706
ΠΕΛΛΑΣ,204,0,0,2021-01-15T00:00:00,525,525
ΠΙΕΡΙΑΣ,205,0,10,2021-01-15T00:00:00,404,404
ΠΡΕΒΕΖΑΣ,404,0,0,2021-01-15T00:00:00,320,320
ΡΕΘΥΜΝΟΥ,1303,10,50,2021-01-15T00:00:00,455,455
ΡΟΔΟΠΗΣ,106,0,0,2021-01-15T00:00:00,295,295
ΡΟΔΟΥ,1211,-20,95,2021-01-15T00:00:00,435,435
ΣΑΜΟΥ,1104,-10,35,2021-01-15T00:00:00,190,190
ΣΕΡΡΩΝ,206,-10,0,2021-01-15T00:00:00,610,610
ΣΠΟΡΑΔΩΝ,504,0,0,2021-01-15T00:00:00,0,0
ΣΥΡΟΥ,1212,-30,20,2021-01-15T00:00:00,170,170
ΤΗΝΟΥ,1213,0,0,2021-01-15T00:00:00,0,0
ΤΡΙΚΑΛΩΝ,505,0,0,2021-01-15T00:00:00,635,635
ΦΘΙΩΤΙΔΑΣ,804,49,59,2021-01-15T00:00:00,684,684
ΦΛΩΡΙΝΑΣ,304,0,0,2021-01-15T00:00:00,242,242
ΦΩΚΙΔΑΣ,805,0,0,2021-01-15T00:00:00,105,105
ΧΑΛΚΙΔΙΚΗΣ,207,0,0,2021-01-15T00:00:00,245,245
ΧΑΝΙΩΝ,1304,0,0,2021-01-15T00:00:00,929,929
ΧΙΟΥ,1105,17,61,2021-01-15T00:00:00,240,240
ΙΩΑΝΝΙΝΩΝ,403,15,119,2021-01-16T00:00:00,2547,2547
ΚΑΒΑΛΑΣ,104,45,45,2021-01-16T00:00:00,630,630
ΚΑΛΥΜΝΟΥ,1203,5,5,2021-01-16T00:00:00,133,133
ΚΑΡΔΙΤΣΑΣ,501,35,35,2021-01-16T00:00:00,579,579
ΚΑΡΠΑΘΟΥ,1204,0,0,2021-01-16T00:00:00,15,15
ΚΑΣΤΟΡΙΑΣ,302,21,21,2021-01-16T00:00:00,297,297
ΚΕΑΣ-ΚΥΘΝΟΥ,1205,0,0,2021-01-16T00:00:00,0,0
ΚΕΝΤΡΙΚΟΥ ΤΟΜΕΑ ΑΘΗΝΩΝ,905,326,917,2021-01-16T00:00:00,19466,19466
ΚΕΡΚΥΡΑΣ,603,42,42,2021-01-16T00:00:00,242,242
ΚΕΦΑΛΛΗΝΙΑΣ,604,44,44,2021-01-16T00:00:00,219,219
ΚΙΛΚΙΣ,203,35,35,2021-01-16T00:00:00,340,340
ΚΟΖΑΝΗΣ,303,12,36,2021-01-16T00:00:00,738,738
ΚΟΡΙΝΘΙΑΣ,1003,20,20,2021-01-16T00:00:00,320,320
ΚΩ,1206,11,11,2021-01-16T00:00:00,102,102
ΛΑΚΩΝΙΑΣ,1004,29,29,2021-01-16T00:00:00,428,428
ΛΑΡΙΣΑΣ,502,82,93,2021-01-16T00:00:00,1819,1819
ΛΑΣΙΘΙΟΥ,1302,28,38,2021-01-16T00:00:00,557,557
ΛΕΣΒΟΥ,1102,35,35,2021-01-16T00:00:00,250,250
ΛΕΥΚΑΔΑΣ,605,10,15,2021-01-16T00:00:00,115,115
ΛΗΜΝΟΥ,1103,-7,5,2021-01-16T00:00:00,168,168
ΜΑΓΝΗΣΙΑΣ,503,-6,0,2021-01-16T00:00:00,634,634
ΜΕΣΣΗΝΙΑΣ,1005,29,34,2021-01-16T00:00:00,599,599
ΜΗΛΟΥ,1207,0,0,2021-01-16T00:00:00,0,0
ΜΥΚΟΝΟΥ,1208,0,0,2021-01-16T00:00:00,0,0
ΝΑΞΟΥ,1209,5,5,2021-01-16T00:00:00,50,50
ΝΗΣΩΝ,906,15,15,2021-01-16T00:00:00,40,40
ΝΟΤΙΟΥ ΤΟΜΕΑ ΑΘΗΝΩΝ,907,-128,115,2021-01-16T00:00:00,1253,1253
ΞΑΝΘΗΣ,105,40,45,2021-01-16T00:00:00,555,555
ΠΑΡΟΥ,1210,0,0,2021-01-16T00:00:00,0,0
ΠΕΙΡΑΙΩΣ,908,125,125,2021-01-16T00:00:00,2831,2831
ΠΕΛΛΑΣ,204,27,27,2021-01-16T00:00:00,552,552
ΠΙΕΡΙΑΣ,205,20,30,2021-01-16T00:00:00,434,434
ΠΡΕΒΕΖΑΣ,404,12,12,2021-01-16T00:00:00,332,332
ΡΕΘΥΜΝΟΥ,1303,-39,11,2021-01-16T00:00:00,466,466
ΡΟΔΟΠΗΣ,106,20,20,2021-01-16T00:00:00,315,315
ΡΟΔΟΥ,1211,-95,0,2021-01-16T00:00:00,435,435
ΣΑΜΟΥ,1104,-25,10,2021-01-16T00:00:00,200,200
ΣΕΡΡΩΝ,206,40,40,2021-01-16T00:00:00,650,650
ΣΠΟΡΑΔΩΝ,504,0,0,2021-01-16T00:00:00,0,0
ΣΥΡΟΥ,1212,-20,0,2021-01-16T00:00:00,170,170
ΤΗΝΟΥ,1213,0,0,2021-01-16T00:00:00,0,0
ΤΡΙΚΑΛΩΝ,505,43,43,2021-01-16T00:00:00,678,678
ΦΘΙΩΤΙΔΑΣ,804,-34,25,2021-01-16T00:00:00,709,709
ΦΛΩΡΙΝΑΣ,304,23,23,2021-01-16T00:00:00,265,265
ΦΩΚΙΔΑΣ,805,15,15,2021-01-16T00:00:00,120,120
ΧΑΛΚΙΔΙΚΗΣ,207,20,20,2021-01-16T00:00:00,265,265
ΧΑΝΙΩΝ,1304,40,40,2021-01-16T00:00:00,969,969
ΧΙΟΥ,1105,-43,18,2021-01-16T00:00:00,258,258
ΜΕΣΣΗΝΙΑΣ,1005,19,53,2021-01-18T00:00:00,652,652
ΜΗΛΟΥ,1207,0,0,2021-01-18T00:00:00,0,0
ΜΥΚΟΝΟΥ,1208,0,0,2021-01-18T00:00:00,0,0
ΝΑΞΟΥ,1209,5,10,2021-01-18T00:00:00,60,60
ΝΗΣΩΝ,906,-15,0,2021-01-18T00:00:00,40,40
ΝΟΤΙΟΥ ΤΟΜΕΑ ΑΘΗΝΩΝ,907,-43,72,2021-01-18T00:00:00,1325,1325
ΞΑΝΘΗΣ,105,9,54,2021-01-18T00:00:00,609,609
ΠΑΡΟΥ,1210,0,0,2021-01-18T00:00:00,0,0
ΠΕΙΡΑΙΩΣ,908,-5,120,2021-01-18T00:00:00,2948,2948
ΠΕΛΛΑΣ,204,58,85,2021-01-18T00:00:00,597,597
ΠΙΕΡΙΑΣ,205,4,34,2021-01-18T00:00:00,468,468
ΠΡΕΒΕΖΑΣ,404,19,31,2021-01-18T00:00:00,363,363
ΡΕΘΥΜΝΟΥ,1303,11,22,2021-01-18T00:00:00,488,488
ΡΟΔΟΠΗΣ,106,7,27,2021-01-18T00:00:00,342,342
ΡΟΔΟΥ,1211,0,0,2021-01-18T00:00:00,435,435
ΣΑΜΟΥ,1104,0,10,2021-01-18T00:00:00,210,210
ΣΕΡΡΩΝ,206,0,40,2021-01-18T00:00:00,690,690
ΣΠΟΡΑΔΩΝ,504,0,0,2021-01-18T00:00:00,0,0
ΣΥΡΟΥ,1212,0,0,2021-01-18T00:00:00,170,170
ΤΗΝΟΥ,1213,0,0,2021-01-18T00:00:00,0,0
ΤΡΙΚΑΛΩΝ,505,68,111,2021-01-18T00:00:00,749,749
ΦΘΙΩΤΙΔΑΣ,804,29,54,2021-01-18T00:00:00,763,763
ΦΛΩΡΙΝΑΣ,304,-3,20,2021-01-18T00:00:00,285,285
ΦΩΚΙΔΑΣ,805,-9,6,2021-01-18T00:00:00,126,126
ΧΑΛΚΙΔΙΚΗΣ,207,-5,15,2021-01-18T00:00:00,280,280
ΧΑΝΙΩΝ,1304,22,62,2021-01-18T00:00:00,1031,1031
ΘΗΡΑΣ,1202,35,35,2021-01-19T00:00:00,65,65
ΚΑΛΥΜΝΟΥ,1203,-6,6,2021-01-19T00:00:00,151,151
ΚΑΡΠΑΘΟΥ,1204,0,0,2021-01-19T00:00:00,15,15
ΚΕΑΣ-ΚΥΘΝΟΥ,1205,0,0,2021-01-19T00:00:00,0,0
ΚΩ,1206,28,60,2021-01-19T00:00:00,194,194
ΜΗΛΟΥ,1207,0,0,2021-01-19T00:00:00,0,0
ΜΥΚΟΝΟΥ,1208,0,0,2021-01-19T00:00:00,0,0
ΝΑΞΟΥ,1209,-1,9,2021-01-19T00:00:00,69,69
ΠΑΡΟΥ,1210,0,0,2021-01-19T00:00:00,0,0
ΡΟΔΟΥ,1211,76,76,2021-01-19T00:00:00,511,511
ΣΥΡΟΥ,1212,29,29,2021-01-19T00:00:00,199,199
ΤΗΝΟΥ,1213,0,0,2021-01-19T00:00:00,0,0
ΗΡΑΚΛΕΙΟΥ,1301,-130,318,2021-01-19T00:00:00,3314,3314
ΛΑΣΙΘΙΟΥ,1302,128,168,2021-01-19T00:00:00,765,765
ΡΕΘΥΜΝΟΥ,1303,10,32,2021-01-19T00:00:00,520,520
ΧΑΝΙΩΝ,1304,21,83,2021-01-19T00:00:00,1114,1114
ΔΡΑΜΑΣ,101,91,145,2021-01-20T00:00:00,654,654
ΕΒΡΟΥ,102,149,280,2021-01-20T00:00:00,1689,1689
ΘΑΣΟΥ,103,0,0,2021-01-20T00:00:00,0,0
ΚΑΒΑΛΑΣ,104,58,118,2021-01-20T00:00:00,864,864
ΞΑΝΘΗΣ,105,41,102,2021-01-20T00:00:00,772,772
ΡΟΔΟΠΗΣ,106,36,81,2021-01-20T00:00:00,468,468
ΗΜΑΘΙΑΣ,201,56,120,2021-01-20T00:00:00,883,883
ΘΕΣΣΑΛΟΝΙΚΗΣ,202,676,1301,2021-01-20T00:00:00,12241,12378
ΚΙΛΚΙΣ,203,128,183,2021-01-20T00:00:00,618,618
ΠΕΛΛΑΣ,204,87,164,2021-01-20T00:00:00,838,838
ΠΙΕΡΙΑΣ,205,42,94,2021-01-20T00:00:00,614,614
ΣΕΡΡΩΝ,206,56,108,2021-01-20T00:00:00,850,850
ΧΑΛΚΙΔΙΚΗΣ,207,48,78,2021-01-20T00:00:00,388,388
ΓΡΕΒΕΝΩΝ,301,2,36,2021-01-20T00:00:00,316,316
ΚΑΣΤΟΡΙΑΣ,302,23,53,2021-01-20T00:00:00,408,408
ΚΟΖΑΝΗΣ,303,34,127,2021-01-20T00:00:00,997,997
ΦΛΩΡΙΝΑΣ,304,33,63,2021-01-20T00:00:00,378,378
ΑΡΤΑΣ,401,80,108,2021-01-20T00:00:00,751,751
ΘΕΣΠΡΩΤΙΑΣ,402,17,87,2021-01-20T00:00:00,463,463
ΙΩΑΝΝΙΝΩΝ,403,79,294,2021-01-20T00:00:00,3056,3218
ΠΡΕΒΕΖΑΣ,404,-1,41,2021-01-20T00:00:00,446,446
ΚΑΡΔΙΤΣΑΣ,501,133,194,2021-01-20T00:00:00,891,891
ΛΑΡΙΣΑΣ,502,77,265,2021-01-20T00:00:00,2253,2422
ΜΑΓΝΗΣΙΑΣ,503,24,73,2021-01-20T00:00:00,756,756
ΣΠΟΡΑΔΩΝ,504,0,0,2021-01-20T00:00:00,0,0
ΤΡΙΚΑΛΩΝ,505,79,149,2021-01-20T00:00:00,968,968
ΖΑΚΥΝΘΟΥ,601,29,89,2021-01-20T00:00:00,339,339
ΙΘΑΚΗΣ,602,0,0,2021-01-20T00:00:00,0,0
ΚΕΡΚΥΡΑΣ,603,120,210,2021-01-20T00:00:00,601,601
ΚΕΦΑΛΛΗΝΙΑΣ,604,7,134,2021-01-20T00:00:00,501,501
ΛΕΥΚΑΔΑΣ,605,12,41,2021-01-20T00:00:00,205,205
ΑΙΤΩΛΟΑΚΑΡΝΑΝΙΑΣ,701,24,78,2021-01-20T00:00:00,1023,1023
ΑΧΑΪΑΣ,702,214,485,2021-01-20T00:00:00,2923,3111
ΗΛΕΙΑΣ,703,51,184,2021-01-20T00:00:00,950,950
ΒΟΙΩΤΙΑΣ,801,96,151,2021-01-20T00:00:00,615,615
ΕΥΒΟΙΑΣ,802,237,413,2021-01-20T00:00:00,1305,1305
ΕΥΡΥΤΑΝΙΑΣ,803,-7,29,2021-01-20T00:00:00,240,240
ΦΘΙΩΤΙΔΑΣ,804,59,118,2021-01-20T00:00:00,940,940
ΦΩΚΙΔΑΣ,805,10,47,2021-01-20T00:00:00,210,210
ΑΝΑΤΟΛΙΚΗΣ ΑΤΤΙΚΗΣ,901,150,278,2021-01-20T00:00:00,1041,1223
ΒΟΡΕΙΟΥ ΤΟΜΕΑ ΑΘΗΝΩΝ,902,1000,2188,2021-01-20T00:00:00,16375,16375
ΔΥΤΙΚΗΣ ΑΤΤΙΚΗΣ,903,82,155,2021-01-20T00:00:00,693,888
ΔΥΤΙΚΟΥ ΤΟΜΕΑ ΑΘΗΝΩΝ,904,204,436,2021-01-20T00:00:00,3440,3634
ΚΕΝΤΡΙΚΟΥ ΤΟΜΕΑ ΑΘΗΝΩΝ,905,593,1769,2021-01-20T00:00:00,23011,23419
ΝΗΣΩΝ,906,-6,18,2021-01-20T00:00:00,82,82
ΝΟΤΙΟΥ ΤΟΜΕΑ ΑΘΗΝΩΝ,907,153,256,2021-01-20T00:00:00,1684,1684
ΠΕΙΡΑΙΩΣ,908,368,577,2021-01-20T00:00:00,3734,3734
ΑΡΓΟΛΙΔΑΣ,1001,44,157,2021-01-20T00:00:00,636,636
ΑΡΚΑΔΙΑΣ,1002,52,93,2021-01-20T00:00:00,693,693
ΚΟΡΙΝΘΙΑΣ,1003,29,59,2021-01-20T00:00:00,439,439
ΛΑΚΩΝΙΑΣ,1004,16,146,2021-01-20T00:00:00,772,772
ΜΕΣΣΗΝΙΑΣ,1005,8,99,2021-01-20T00:00:00,842,842
ΙΚΑΡΙΑΣ,1101,-7,17,2021-01-20T00:00:00,81,81
ΛΕΣΒΟΥ,1102,53,172,2021-01-20T00:00:00,575,575
ΛΗΜΝΟΥ,1103,-9,37,2021-01-20T00:00:00,256,256
ΣΑΜΟΥ,1104,14,44,2021-01-20T00:00:00,284,284
ΧΙΟΥ,1105,-6,34,2021-01-20T00:00:00,353,353
ΑΝΔΡΟΥ,1201,0,0,2021-01-20T00:00:00,0,0
ΘΗΡΑΣ,1202,-17,18,2021-01-20T00:00:00,83,83
ΚΑΛΥΜΝΟΥ,1203,6,12,2021-01-20T00:00:00,163,163
ΚΑΡΠΑΘΟΥ,1204,12,12,2021-01-20T00:00:00,27,27
ΚΕΑΣ-ΚΥΘΝΟΥ,1205,0,0,2021-01-20T00:00:00,0,0
ΚΩ,1206,6,66,2021-01-20T00:00:00,260,260
ΜΗΛΟΥ,1207,0,0,2021-01-20T00:00:00,0,0
ΜΥΚΟΝΟΥ,1208,0,0,2021-01-20T00:00:00,0,0
ΝΑΞΟΥ,1209,22,31,2021-01-20T00:00:00,100,100
ΠΑΡΟΥ,1210,0,0,2021-01-20T00:00:00,0,0
ΡΟΔΟΥ,1211,18,94,2021-01-20T00:00:00,605,605
ΣΥΡΟΥ,1212,19,48,2021-01-20T00:00:00,247,247
ΤΗΝΟΥ,1213,0,0,2021-01-20T00:00:00,0,0
ΗΡΑΚΛΕΙΟΥ,1301,137,455,2021-01-20T00:00:00,3769,3769
ΛΑΣΙΘΙΟΥ,1302,62,230,2021-01-20T00:00:00,995,995
ΡΕΘΥΜΝΟΥ,1303,91,123,2021-01-20T00:00:00,643,643
ΧΑΝΙΩΝ,1304,206,289,2021-01-20T00:00:00,1403,1403
