location,date,variant,num_sequences,perc_sequences,num_sequences_total
Greece,2021-08-23,B.1.367,0,0.0,175
Greece,2021-08-23,B.1.620,0,0.0,175
Greece,2021-08-23,Beta,0,0.0,175
Greece,2021-08-23,Delta,169,96.57,175
Greece,2021-08-23,Epsilon,0,0.0,175
Greece,2021-08-23,Eta,0,0.0,175
Greece,2021-08-23,Gamma,0,0.0,175
Greece,2021-08-23,Iota,0,0.0,175
Greece,2021-08-23,Kappa,0,0.0,175
Greece,2021-08-23,Lambda,0,0.0,175
Greece,2021-08-23,Mu,0,0.0,175
Greece,2021-08-23,Omicron,0,0.0,175
Greece,2021-08-23,S:677H.Robin1,0,0.0,175
Greece,2021-08-23,S:677P.Pelican,0,0.0,175
Greece,2021-08-23,others,0,0.0,175
Greece,2021-08-23,non_who,0,0.0,175
Greece,2021-09-06,Alpha,1,0.29,347
Greece,2021-09-06,B.1.1.277,0,0.0,347
Greece,2021-09-06,B.1.1.302,0,0.0,347
Greece,2021-09-06,B.1.1.519,0,0.0,347
Greece,2021-09-06,B.1.160,0,0.0,347
Greece,2021-09-06,B.1.177,0,0.0,347
Greece,2021-09-06,B.1.221,0,0.0,347
Greece,2021-09-06,B.1.258,0,0.0,347
Greece,2021-09-06,B.1.367,0,0.0,347
Greece,2021-09-06,B.1.620,0,0.0,347
Greece,2021-09-06,Beta,0,0.0,347
Greece,2021-09-06,Delta,346,99.71,347
Greece,2021-09-06,Epsilon,0,0.0,347
Greece,2021-09-06,Eta,0,0.0,347
Greece,2021-09-06,Gamma,0,0.0,347
Greece,2021-09-06,Iota,0,0.0,347
Greece,2021-09-06,Kappa,0,0.0,347
Greece,2021-09-06,Lambda,0,0.0,347
Greece,2021-09-06,Mu,0,0.0,347
Greece,2021-09-06,Omicron,0,0.0,347
Greece,2021-09-06,S:677H.Robin1,0,0.0,347
Greece,2021-09-06,S:677P.Pelican,0,0.0,347
Greece,2021-09-06,others,0,0.0,347
Greece,2021-09-06,non_who,0,0.0,347
Greece,2021-09-20,Alpha,0,0.0,649
Greece,2021-09-20,B.1.1.277,0,0.0,649
Greece,2021-09-20,B.1.1.302,0,0.0,649
Greece,2021-09-20,B.1.1.519,0,0.0,649
Greece,2021-09-20,B.1.160,0,0.0,649
Greece,2021-09-20,B.1.177,0,0.0,649
Greece,2021-09-20,B.1.221,0,0.0,649
Greece,2021-09-20,B.1.258,0,0.0,649
Greece,2021-09-20,B.1.367,0,0.0,649
Greece,2021-09-20,B.1.620,0,0.0,649
Greece,2021-09-20,Beta,0,0.0,649
Greece,2021-09-20,Delta,649,100.0,649
Greece,2021-09-20,Epsilon,0,0.0,649
Greece,2021-09-20,Eta,0,0.0,649
Greece,2021-09-20,Gamma,0,0.0,649
Greece,2021-09-20,Iota,0,0.0,649
Greece,2021-09-20,Kappa,0,0.0,649
Greece,2021-09-20,Lambda,0,0.0,649
Greece,2021-09-20,Mu,0,0.0,649
Greece,2021-09-20,Omicron,0,0.0,649
Greece,2021-09-20,S:677H.Robin1,0,0.0,649
Greece,2021-09-20,S:677P.Pelican,0,0.0,649
Greece,2021-09-20,others,0,0.0,649
Greece,2021-09-20,non_who,0,0.0,649
Greece,2021-10-04,Alpha,0,0.0,321
Greece,2021-10-04,B.1.1.277,0,0.0,321
Greece,2021-10-04,B.1.1.302,0,0.0,321
Greece,2021-10-04,B.1.1.519,0,0.0,321
Greece,2021-10-04,B.1.160,0,0.0,321
Greece,2021-10-04,B.1.177,0,0.0,321
Greece,2021-10-04,B.1.221,0,0.0,321
Greece,2021-10-04,B.1.258,0,0.0,321
Greece,2021-10-04,B.1.367,0,0.0,321
Greece,2021-10-04,B.1.620,0,0.0,321
Greece,2021-10-04,Beta,0,0.0,321
Greece,2021-10-04,Delta,321,100.0,321
Greece,2021-10-04,Epsilon,0,0.0,321
Greece,2021-10-04,Eta,0,0.0,321
Greece,2021-10-04,Gamma,0,0.0,321
Greece,2021-10-04,Iota,0,0.0,321
Greece,2021-10-04,Kappa,0,0.0,321
Greece,2021-10-04,Lambda,0,0.0,321
Greece,2021-10-04,Mu,0,0.0,321
Greece,2021-10-04,Omicron,0,0.0,321
Greece,2021-10-04,S:677H.Robin1,0,0.0,321
Greece,2021-10-04,S:677P.Pelican,0,0.0,321
Greece,2021-10-04,others,0,0.0,321
Greece,2021-10-04,non_who,0,0.0,321
Greece,2021-10-18,Alpha,0,0.0,12
Greece,2021-10-18,B.1.1.277,0,0.0,12
Greece,2021-10-18,B.1.1.302,0,0.0,12
Greece,2021-10-18,B.1.1.519,0,0.0,12
Greece,2021-10-18,B.1.160,0,0.0,12
Greece,2021-10-18,B.1.177,0,0.0,12
Greece,2021-10-18,B.1.221,0,0.0,12
Greece,2021-10-18,B.1.258,0,0.0,12
Greece,2021-10-18,B.1.367,0,0.0,12
Greece,2021-10-18,B.1.620,0,0.0,12
Greece,2021-10-18,Beta,0,0.0,12
Greece,2021-10-18,Delta,12,100.0,12
Greece,2021-10-18,Epsilon,0,0.0,12
Greece,2021-10-18,Eta,0,0.0,12
Greece,2021-10-18,Gamma,0,0.0,12
Greece,2021-10-18,Iota,0,0.0,12
Greece,2021-10-18,Kappa,0,0.0,12
Greece,2021-10-18,Lambda,0,0.0,12
Greece,2021-10-18,Mu,0,0.0,12
Greece,2021-10-18,Omicron,0,0.0,12
Greece,2021-10-18,S:677H.Robin1,0,0.0,12
Greece,2021-10-18,S:677P.Pelican,0,0.0,12
Greece,2021-10-18,others,0,0.0,12
Greece,2021-10-18,non_who,0,0.0,12
Greece,2021-11-01,Alpha,0,0.0,155
Greece,2021-11-01,B.1.1.277,0,0.0,155
Greece,2021-11-01,B.1.1.302,0,0.0,155
Greece,2021-11-01,B.1.1.519,0,0.0,155
Greece,2021-11-01,B.1.160,0,0.0,155
Greece,2021-11-01,B.1.177,0,0.0,155
Greece,2021-11-01,B.1.221,0,0.0,155
Greece,2021-11-01,B.1.258,0,0.0,155
Greece,2021-11-01,B.1.367,0,0.0,155
Greece,2021-11-01,B.1.620,0,0.0,155
Greece,2021-11-01,Beta,0,0.0,155
Greece,2021-11-01,Delta,155,100.0,155
Greece,2021-11-01,Epsilon,0,0.0,155
Greece,2021-11-01,Eta,0,0.0,155
Greece,2021-11-01,Gamma,0,0.0,155
Greece,2021-11-01,Iota,0,0.0,155
Greece,2021-11-01,Kappa,0,0.0,155
Greece,2021-11-01,Lambda,0,0.0,155
Greece,2021-11-01,Mu,0,0.0,155
Greece,2021-11-01,Omicron,0,0.0,155
Greece,2021-11-01,S:677H.Robin1,0,0.0,155
Greece,2021-11-01,S:677P.Pelican,0,0.0,155
Greece,2021-11-01,others,0,0.0,155
Greece,2021-11-01,non_who,0,0.0,155
Greece,2021-11-15,Alpha,0,0.0,586
Greece,2021-11-15,B.1.1.277,0,0.0,586
Greece,2021-11-15,B.1.1.302,0,0.0,586
Greece,2021-11-15,B.1.1.519,0,0.0,586
Greece,2021-11-15,B.1.160,0,0.0,586
Greece,2021-11-15,B.1.177,0,0.0,586
Greece,2021-11-15,B.1.221,0,0.0,586
Greece,2021-11-15,B.1.258,0,0.0,586
Greece,2021-11-15,B.1.367,0,0.0,586
Greece,2021-11-15,B.1.620,0,0.0,586
Greece,2021-11-15,Beta,0,0.0,586
Greece,2021-11-15,Delta,586,100.0,586
Greece,2021-11-15,Epsilon,0,0.0,586
Greece,2021-11-15,Eta,0,0.0,586
Greece,2021-11-15,Gamma,0,0.0,586
Greece,2021-11-15,Iota,0,0.0,586
Greece,2021-11-15,Kappa,0,0.0,586
Greece,2021-11-15,Lambda,0,0.0,586
Greece,2021-11-15,Mu,0,0.0,586
Greece,2021-11-15,Omicron,0,0.0,586
Greece,2021-11-15,S:677H.Robin1,0,0.0,586
Greece,2021-11-15,S:677P.Pelican,0,0.0,586
Greece,2021-11-15,others,0,0.0,586
Greece,2021-11-15,non_who,0,0.0,586
Greece,2021-11-29,Alpha,0,0.0,558
Greece,2021-11-29,B.1.1.277,0,0.0,558
Greece,2021-11-29,B.1.1.302,0,0.0,558
Greece,2021-11-29,B.1.1.519,0,0.0,558
Greece,2021-11-29,B.1.160,0,0.0,558
Greece,2021-11-29,B.1.177,0,0.0,558
Greece,2021-11-29,B.1.221,0,0.0,558
Greece,2021-11-29,B.1.258,0,0.0,558
Greece,2021-11-29,B.1.367,0,0.0,558
Greece,2021-11-29,B.1.620,0,0.0,558
Greece,2021-11-29,Beta,0,0.0,558
Greece,2021-11-29,Delta,558,100.0,558
Greece,2021-11-29,Epsilon,0,0.0,558
Greece,2021-11-29,Eta,0,0.0,558
Greece,2021-11-29,Gamma,0,0.0,558
Greece,2021-11-29,Iota,0,0.0,558
Greece,2021-11-29,Kappa,0,0.0,558
Greece,2021-11-29,Lambda,0,0.0,558
Greece,2021-11-29,Mu,0,0.0,558
Greece,2021-11-29,Omicron,0,0.0,558
Greece,2021-11-29,S:677H.Robin1,0,0.0,558
Greece,2021-11-29,S:677P.Pelican,0,0.0,558
Greece,2021-11-29,others,0,0.0,558
Greece,2021-11-29,non_who,0,0.0,558
Greece,2021-12-13,Alpha,0,0.0,610
Greece,2021-12-13,B.1.1.277,0,0.0,610
Greece,2021-12-13,B.1.1.302,0,0.0,610
Greece,2021-12-13,B.1.1.519,0,0.0,610
Greece,2021-12-13,B.1.160,0,0.0,610
Greece,2021-12-13,B.1.177,0,0.0,610
Greece,2021-12-13,B.1.221,0,0.0,610
Greece,2021-12-13,B.1.258,0,0.0,610
Greece,2021-12-13,B.1.367,0,0.0,610
Greece,2021-12-13,B.1.620,0,0.0,610
Greece,2021-12-13,Beta,0,0.0,610
Greece,2021-12-13,Delta,608,99.67,610
Greece,2021-12-13,Epsilon,0,0.0,610
Greece,2021-12-13,Eta,0,0.0,610
Greece,2021-12-13,Gamma,0,0.0,610
Greece,2021-12-13,Iota,0,0.0,610
Greece,2021-12-13,Kappa,0,0.0,610
Greece,2021-12-13,Lambda,0,0.0,610
Greece,2021-12-13,Mu,0,0.0,610
Greece,2021-12-13,Omicron,2,0.33,610
Greece,2021-12-13,S:677H.Robin1,0,0.0,610
Greece,2021-12-13,S:677P.Pelican,0,0.0,610
Greece,2021-12-13,others,0,0.0,610
Greece,2021-12-13,non_who,0,0.0,610
