country,city,date,congestion,diffRatio
Greece,Thessaloniki,2020-09-12,15,0.0
Greece,Thessaloniki,2020-09-13,5,-0.5
Greece,Thessaloniki,2020-09-14,22,-0.08333333333333333
Greece,Thessaloniki,2020-09-15,24,-0.07692307692307693
Greece,Thessaloniki,2020-09-16,24,-0.04
Greece,Thessaloniki,2020-09-17,28,0.037037037037037035
Greece,Thessaloniki,2020-09-18,28,-0.06666666666666668
Greece,Thessaloniki,2020-09-19,14,-0.06666666666666668
Greece,Thessaloniki,2020-09-20,8,-0.2
Greece,Thessaloniki,2020-09-21,24,0.0
Greece,Thessaloniki,2020-09-22,26,0.0
Greece,Thessaloniki,2020-09-23,26,0.04
Greece,Thessaloniki,2020-09-24,28,0.037037037037037035
Greece,Thessaloniki,2020-09-25,32,0.06666666666666668
Greece,Thessaloniki,2020-09-26,19,0.26666666666666666
Greece,Thessaloniki,2020-09-27,10,0.0
Greece,Thessaloniki,2020-09-28,35,0.4583333333333333
Greece,Thessaloniki,2020-09-29,31,0.19230769230769232
Greece,Thessaloniki,2020-09-30,34,0.36
Greece,Thessaloniki,2020-10-01,33,0.2222222222222222
Greece,Thessaloniki,2020-10-02,39,0.3
Greece,Thessaloniki,2020-10-03,20,0.3333333333333333
Greece,Thessaloniki,2020-10-04,8,-0.2
Greece,Thessaloniki,2020-10-05,29,0.2083333333333333
Greece,Thessaloniki,2020-10-06,28,0.07692307692307693
Greece,Thessaloniki,2020-10-07,26,0.04
Greece,Thessaloniki,2020-10-08,32,0.1851851851851852
Greece,Thessaloniki,2020-10-09,39,0.3
Greece,Thessaloniki,2020-10-10,20,0.3333333333333333
Greece,Thessaloniki,2020-10-11,10,0.0
Greece,Thessaloniki,2020-10-12,27,0.125
Greece,Thessaloniki,2020-10-13,27,0.038461538461538464
Greece,Thessaloniki,2020-10-14,27,0.08
Greece,Thessaloniki,2020-10-15,30,0.1111111111111111
Greece,Thessaloniki,2020-10-16,34,0.13333333333333333
Greece,Thessaloniki,2020-10-17,20,0.3333333333333333
Greece,Thessaloniki,2020-10-18,9,-0.1
Greece,Thessaloniki,2020-10-19,24,0.0
Greece,Thessaloniki,2020-10-20,26,0.0
Greece,Thessaloniki,2020-10-21,24,-0.04
Greece,Thessaloniki,2020-10-22,29,0.07407407407407407
Greece,Thessaloniki,2020-10-23,33,0.1
Greece,Thessaloniki,2020-10-24,11,-0.26666666666666666
Greece,Thessaloniki,2020-10-25,5,-0.5
Greece,Thessaloniki,2020-10-26,7,-0.7083333333333334
Greece,Thessaloniki,2020-10-27,26,0.0
Greece,Thessaloniki,2020-10-28,5,-0.8
Greece,Thessaloniki,2020-10-29,34,0.25925925925925924
Greece,Thessaloniki,2020-10-30,29,-0.03333333333333333
Greece,Thessaloniki,2020-10-31,11,-0.26666666666666666
Greece,Thessaloniki,2020-11-01,3,-0.7
Greece,Thessaloniki,2020-11-02,28,0.16666666666666666
Greece,Thessaloniki,2020-11-03,12,-0.5384615384615384
Greece,Thessaloniki,2020-11-04,9,-0.64
Greece,Thessaloniki,2020-11-05,13,-0.5185185185185185
Greece,Thessaloniki,2020-11-06,12,-0.6
Greece,Thessaloniki,2020-11-07,3,-0.8
Greece,Thessaloniki,2020-11-08,0,-1.0
Greece,Thessaloniki,2020-11-09,9,-0.625
Greece,Thessaloniki,2020-11-10,8,-0.6923076923076923
Greece,Thessaloniki,2020-11-11,8,-0.68
Greece,Thessaloniki,2020-11-12,9,-0.6666666666666666
Greece,Thessaloniki,2020-11-13,10,-0.6666666666666666
Greece,Thessaloniki,2020-11-14,3,-0.8
Greece,Thessaloniki,2020-11-15,0,-1.0
Greece,Thessaloniki,2020-11-16,8,-0.6666666666666666
Greece,Thessaloniki,2020-11-17,8,-0.6923076923076923
Greece,Thessaloniki,2020-11-18,7,-0.72
Greece,Thessaloniki,2020-11-19,8,-0.7037037037037037
Greece,Thessaloniki,2020-11-20,8,-0.7333333333333333
Greece,Thessaloniki,2020-11-21,3,-0.8
Greece,Thessaloniki,2020-11-22,0,-1.0
Greece,Thessaloniki,2020-11-23,8,-0.6666666666666666
Greece,Thessaloniki,2020-11-24,7,-0.7307692307692307
Greece,Thessaloniki,2020-11-25,8,-0.68
Greece,Thessaloniki,2020-11-26,9,-0.6666666666666666
Greece,Thessaloniki,2020-11-27,10,-0.6666666666666666
Greece,Thessaloniki,2020-11-28,4,-0.7333333333333333
Greece,Thessaloniki,2020-11-29,0,-1.0
Greece,Thessaloniki,2020-11-30,12,-0.5
Greece,Thessaloniki,2020-12-01,12,-0.5384615384615384
Greece,Thessaloniki,2020-12-02,10,-0.6
Greece,Thessaloniki,2020-12-03,10,-0.6296296296296297
Greece,Thessaloniki,2020-12-04,16,-0.4666666666666667
Greece,Thessaloniki,2020-12-05,5,-0.6666666666666666
Greece,Thessaloniki,2020-12-06,1,-0.9
Greece,Thessaloniki,2020-12-07,15,-0.375
Greece,Thessaloniki,2020-12-08,13,-0.5
Greece,Thessaloniki,2020-12-09,11,-0.56
Greece,Thessaloniki,2020-12-10,13,-0.5185185185185185
Greece,Thessaloniki,2020-12-11,12,-0.6
Greece,Thessaloniki,2020-12-12,6,-0.6
Greece,Thessaloniki,2020-12-13,2,-0.8
Greece,Thessaloniki,2020-12-14,18,-0.25
Greece,Thessaloniki,2020-12-15,13,-0.5
Greece,Thessaloniki,2020-12-16,15,-0.4
Greece,Thessaloniki,2020-12-17,15,-0.4444444444444444
Greece,Thessaloniki,2020-12-18,15,-0.5
Greece,Thessaloniki,2020-12-19,7,-0.5333333333333333
Greece,Thessaloniki,2020-12-20,2,-0.8
Greece,Thessaloniki,2020-12-21,16,-0.3333333333333333
Greece,Thessaloniki,2020-12-22,19,-0.2692307692307692
Greece,Thessaloniki,2020-12-23,19,-0.24
Greece,Thessaloniki,2020-12-24,14,-0.4814814814814815
Greece,Thessaloniki,2020-12-25,1,-0.9666666666666668
Greece,Thessaloniki,2020-12-26,1,-0.9333333333333332
Greece,Thessaloniki,2020-12-27,3,-0.7
Greece,Thessaloniki,2020-12-28,15,-0.375
Greece,Thessaloniki,2020-12-29,16,-0.38461538461538464
Greece,Thessaloniki,2020-12-30,17,-0.32
Greece,Thessaloniki,2020-12-31,14,-0.4814814814814815
Greece,Thessaloniki,2021-01-04,15,-0.375
Greece,Thessaloniki,2021-01-05,13,-0.5
Greece,Thessaloniki,2021-01-06,1,-0.96
Greece,Thessaloniki,2021-01-07,12,-0.5555555555555556
Greece,Thessaloniki,2021-01-08,13,-0.5666666666666667
Greece,Thessaloniki,2021-01-09,6,-0.6
Greece,Thessaloniki,2021-01-10,3,-0.7
Greece,Thessaloniki,2021-01-11,18,-0.25
Greece,Thessaloniki,2021-01-12,18,-0.3076923076923077
Greece,Thessaloniki,2021-01-13,15,-0.4
Greece,Thessaloniki,2021-01-14,15,-0.4444444444444444
Greece,Thessaloniki,2021-01-15,16,-0.4666666666666667
Greece,Thessaloniki,2021-01-16,7,-0.5333333333333333
Greece,Thessaloniki,2021-01-17,2,-0.8
Greece,Thessaloniki,2021-01-18,20,-0.16666666666666666
Greece,Thessaloniki,2021-01-19,20,-0.23076923076923078
Greece,Thessaloniki,2021-01-20,17,-0.32
Greece,Thessaloniki,2021-01-21,19,-0.2962962962962963
Greece,Thessaloniki,2021-01-22,23,-0.23333333333333334
Greece,Thessaloniki,2021-01-23,10,-0.3333333333333333
Greece,Thessaloniki,2021-01-24,4,-0.6
Greece,Thessaloniki,2021-01-25,18,-0.25
Greece,Thessaloniki,2021-01-26,21,-0.19230769230769232
Greece,Thessaloniki,2021-01-27,13,-0.48
Greece,Thessaloniki,2021-01-28,17,-0.37037037037037035
Greece,Thessaloniki,2021-01-29,21,-0.3
Greece,Thessaloniki,2021-01-30,7,-0.5333333333333333
Greece,Thessaloniki,2021-01-31,2,-0.8
Greece,Thessaloniki,2021-02-01,19,-0.20833333333333334
Greece,Thessaloniki,2021-02-02,16,-0.38461538461538464
Greece,Thessaloniki,2021-02-03,18,-0.28
Greece,Thessaloniki,2021-02-04,19,-0.2962962962962963
Greece,Thessaloniki,2021-02-05,21,-0.3
Greece,Thessaloniki,2021-02-06,5,-0.6666666666666666
Greece,Thessaloniki,2021-02-07,1,-0.9
Greece,Thessaloniki,2021-02-08,15,-0.375
Greece,Thessaloniki,2021-02-09,15,-0.4230769230769231
Greece,Thessaloniki,2021-02-10,16,-0.36
Greece,Thessaloniki,2021-02-11,19,-0.2962962962962963
Greece,Thessaloniki,2021-02-12,20,-0.3333333333333333
Greece,Thessaloniki,2021-02-13,6,-0.6
Greece,Thessaloniki,2021-02-14,2,-0.8
Greece,Thessaloniki,2021-02-15,10,-0.5833333333333334
Greece,Thessaloniki,2021-02-16,13,-0.5
Greece,Thessaloniki,2021-02-17,13,-0.48
Greece,Thessaloniki,2021-02-18,17,-0.37037037037037035
Greece,Thessaloniki,2021-02-19,18,-0.4
Greece,Thessaloniki,2021-02-20,6,-0.6
Greece,Thessaloniki,2021-02-21,2,-0.8
Greece,Thessaloniki,2021-02-22,17,-0.2916666666666667
Greece,Thessaloniki,2021-02-23,21,-0.19230769230769232
Greece,Thessaloniki,2021-02-24,19,-0.24
Greece,Thessaloniki,2021-02-25,18,-0.3333333333333333
Greece,Thessaloniki,2021-02-26,20,-0.3333333333333333
Greece,Thessaloniki,2021-02-27,8,-0.4666666666666667
Greece,Thessaloniki,2021-02-28,2,-0.8
Greece,Thessaloniki,2021-03-01,19,-0.20833333333333334
Greece,Thessaloniki,2021-03-02,17,-0.34615384615384615
Greece,Thessaloniki,2021-03-03,17,-0.32
Greece,Thessaloniki,2021-03-04,11,-0.5925925925925926
Greece,Thessaloniki,2021-03-05,12,-0.6
Greece,Thessaloniki,2021-03-06,4,-0.7333333333333333
Greece,Thessaloniki,2021-03-07,0,-1.0
Greece,Thessaloniki,2021-03-08,12,-0.5
Greece,Thessaloniki,2021-03-09,13,-0.5
Greece,Thessaloniki,2021-03-10,12,-0.52
Greece,Thessaloniki,2021-03-11,15,-0.4444444444444444
Greece,Thessaloniki,2021-03-12,13,-0.5666666666666667
Greece,Thessaloniki,2021-03-13,5,-0.6666666666666666
Greece,Thessaloniki,2021-03-14,1,-0.9
Greece,Thessaloniki,2021-03-15,1,-0.9583333333333334
Greece,Thessaloniki,2021-03-16,13,-0.5
Greece,Thessaloniki,2021-03-17,13,-0.48
Greece,Thessaloniki,2021-03-18,16,-0.4074074074074074
Greece,Thessaloniki,2021-03-19,24,-0.2
Greece,Thessaloniki,2021-03-20,8,-0.4666666666666667
Greece,Thessaloniki,2021-03-21,2,-0.8
Greece,Thessaloniki,2021-03-22,13,-0.4583333333333333
